time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,relative_humidity_70_mean,-4.025970556412192,2.251337412303836,0.8705232578179397,0.2049902086600797
2,relative_humidity_70_mean,-4.034693751831368,2.183965603938501,0.9223134547849839,0.21101945432269947
3,relative_humidity_70_mean,-3.980023635338255,1.9535759303592262,0.7147470919718234,0.11333644313153783
4,relative_humidity_70_mean,-3.877883328614899,1.6300678982218457,0.45270044320631597,0.04908329162113686
5,relative_humidity_70_mean,-3.7365685186160316,1.212068102010646,0.14202228005624723,-0.03884987619459942
6,relative_humidity_70_mean,-3.611321828434301,0.9307455858614415,-0.1873884604205329,-0.11054784538944637
7,relative_humidity_70_mean,-3.358911370319033,0.5756551837650827,-0.48042137257999346,-0.19905760115553417
8,relative_humidity_70_mean,-3.2723627582102512,0.302243901982038,-0.7490625444783897,-0.31141640796120795
9,relative_humidity_70_mean,-3.007367068173481,0.17695647519119098,-0.6670958669217882,-0.33020890502142297
10,relative_humidity_70_mean,-2.85099322811103,0.054000368528795605,-0.6243807645637449,-0.3507401436124373
11,relative_humidity_70_mean,-2.707190347305535,-0.16854787268430943,-0.5599589086578713,-0.25557096032442117
12,relative_humidity_70_mean,-2.6341913031704203,-0.37600315549284163,-0.5424170826662983,-0.1753163740921678
13,relative_humidity_70_mean,-2.4770832274933197,-0.5740231467383693,-0.4774627293323783,-0.10000741447697142
14,relative_humidity_70_mean,-2.2556437537179654,-0.8537381064315567,-0.30233956774196313,0.02823887188445004
15,relative_humidity_70_mean,-2.141604687727599,-1.1564682965102735,-0.19546707747455572,0.14685602022698185
16,relative_humidity_70_mean,-1.9605191967712128,-1.3720282663333996,-0.14319403648759482,0.23098084885409795
17,relative_humidity_70_mean,-1.695013222948655,-1.5498371509334399,-0.10707002101722192,0.3615384854724048
18,relative_humidity_70_mean,-1.3004035219865595,-1.6631584076513175,-0.026955575088659183,0.4798469588611762
19,relative_humidity_70_mean,-0.7996816515613366,-1.7169546495551065,0.08575293883139132,0.4691410606050317
20,relative_humidity_70_mean,-0.40438498106816917,-1.7062328113837015,0.13687027497324042,0.2064304985780105
21,relative_humidity_70_mean,0.23966549246997723,-1.6776366802431375,0.3429283446754076,0.20055587621574125
22,relative_humidity_70_mean,0.8173594134733332,-1.5878254161269447,0.3520749212699445,0.16097635997796084
23,relative_humidity_70_mean,1.5095711826907818,-1.3493515145494586,0.4001048081904325,0.052073921734783764
24,relative_humidity_70_mean,2.0638595938647124,-1.0913157738116988,0.42748646147016367,-0.13848386405875243
25,relative_humidity_70_mean,2.575451733540833,-0.8436977236002233,0.4280796112267126,-0.250641767453935
26,relative_humidity_70_mean,3.0126384098089654,-0.5721355665207739,0.40485533074039254,-0.2926156522474889
27,relative_humidity_70_mean,3.179613019421093,-0.40538223024921893,0.47496010376804826,-0.35823287689296884
28,relative_humidity_70_mean,3.449752141522588,-0.21626986383266777,0.4991168883713593,-0.4066203922133012
29,relative_humidity_70_mean,3.6428404050583216,-0.03240189635901233,0.43980352916058746,-0.4109569424714379
30,relative_humidity_70_mean,3.9637499659831756,0.21036377472442833,0.20711684122530932,-0.3864239951263408
31,relative_humidity_70_mean,4.345611681694124,0.5286770376585133,-0.025490313101339424,-0.12566777705931376
32,relative_humidity_70_mean,4.67361951503721,0.7493721035692396,-0.10404900305118887,0.05505904236916428
33,relative_humidity_70_mean,4.8751006453804875,1.0506145968979808,-0.31045145194491824,0.19313811270852446
34,relative_humidity_70_mean,5.079366295812683,1.4234160338503057,-0.4962009686220967,0.31204365121601935
35,relative_humidity_70_mean,5.278482335646405,1.7300568133749374,-0.6051841989617911,0.3441274676033241
36,relative_humidity_70_mean,5.4251301064068915,1.949891706769417,-0.6968666386279674,0.42192222170862875
