time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,surface_pressure_mean,4.8669619259784715,1.056222311455164,1.082153994282923,-0.06440138597876915,-0.23650627898707635,0.7088394971286149,0.056861981253037035
2,surface_pressure_mean,4.69207178899511,0.9995025366864209,0.804082255311989,-0.0288239638710786,-0.1618375983202828,0.4059551793566216,-0.014849713800561064
3,surface_pressure_mean,4.358650479636959,0.9566360809990252,0.5363326443892817,0.05040825143150624,0.0233411826126922,0.1116107872218854,-0.09817410953115109
4,surface_pressure_mean,4.109084471971957,0.8525904609427982,0.33076177024114095,0.23528958583686208,0.13501975175243566,-0.16809868496992894,-0.15187342077681304
5,surface_pressure_mean,3.8863139345178817,0.7783669252357642,0.17668970769795003,0.25800575424537525,0.21321890002495925,-0.3712643198537749,-0.11486807099821517
6,surface_pressure_mean,3.5848131908821013,0.4808771155125372,0.05234679153730078,0.12963698375951294,0.18340348366890594,-0.4832612483764307,0.06654745031413084
7,surface_pressure_mean,3.2094677851932127,0.18264987583962108,-0.06924656157278392,0.11542860162438373,0.14961821376100254,-0.5243125146650528,0.07285395589332516
8,surface_pressure_mean,2.8981945014713366,-0.18118307191790645,-0.21111287625905617,-0.061040175940705405,0.0544907101714208,-0.4144559188541899,0.2307955501735253
9,surface_pressure_mean,2.4184420638370048,-0.48005744367573566,-0.5149971308085436,-0.224833685636564,-0.10453117086668536,-0.14829811207381735,0.1612866622540768
10,surface_pressure_mean,2.024657611742822,-0.6748840705396507,-0.7893106271288838,-0.3177497321047661,-0.15484286855200521,0.06495091032890346,0.18282162159313617
11,surface_pressure_mean,1.6031344342752722,-0.8141807962007271,-1.0006910493269456,-0.39334707712490724,-0.16120755695948977,0.25186984406931845,0.12409674819082382
12,surface_pressure_mean,1.2642037891601297,-0.9621421061761559,-1.0124630730973088,-0.427244841808635,-0.149372741176422,0.31675682638212416,0.052087609186463914
13,surface_pressure_mean,0.8822658963517654,-1.0776211322253968,-0.993980455125666,-0.44597285445964313,-0.03712230719824224,0.27120433680433553,-0.03127141624743319
14,surface_pressure_mean,0.5301993660566543,-1.1207128690217931,-0.7765666491130422,-0.33733818399201343,0.022832911027469063,0.11430130588109173,-0.17450758363946542
15,surface_pressure_mean,0.23561831759150384,-1.1434934099187906,-0.5013801103486594,-0.2827788590373232,0.07461098482816136,-0.08352742120821846,-0.23102221363672598
16,surface_pressure_mean,-0.13321796913269612,-1.111316541694831,-0.20969905110037315,-0.14346400617307298,0.06716528643264001,-0.1703307372549829,-0.2776201303040009
17,surface_pressure_mean,-0.5380719691610448,-1.11406743961647,-0.1259565340761546,0.37397653605004544,-0.07285943513841853,-0.13303898809291811,-0.27291292930874705
18,surface_pressure_mean,-0.9824439249738228,-1.0083281557662236,-0.009493985908183882,1.174599942966636,-0.33249918779797155,-0.009798832028728034,-0.22809658605952385
19,surface_pressure_mean,-1.3098481327658495,-0.9965724722702508,0.07313227048074253,1.3677262101432066,-0.2910053093522511,0.08942645019305483,-0.10890381774836692
20,surface_pressure_mean,-1.4817041383479805,-1.037780143481087,0.20316569241446464,1.2182667458365113,-0.12194430147487112,0.11419488225950236,0.028926694371373594
21,surface_pressure_mean,-1.5754183194425602,-1.083940100344359,0.3387051272547477,0.669717004037153,0.20071969248562363,0.11993903599837384,0.2533124942810661
22,surface_pressure_mean,-1.6696643151979984,-1.0496032975592657,0.4175128538210678,0.23957319586172793,0.4409460158813134,0.12251306636404109,0.3316147058500791
23,surface_pressure_mean,-1.765115020851105,-0.9745025906454375,0.4958927937161783,-0.05801299051302399,0.4828679101510631,0.09545529928658987,0.3121541668193386
24,surface_pressure_mean,-1.887589046410221,-0.863494795251505,0.5450213714729868,-0.2681269661880052,0.44718678702379533,0.08369501050136087,0.1817828081905907
25,surface_pressure_mean,-2.049794258721936,-0.6980402414963114,0.601322935296013,-0.4426438653707383,0.323871413223393,0.02134696052213196,-0.04962750319044688
26,surface_pressure_mean,-2.1804982395923247,-0.5206306074215952,0.6223726307302258,-0.5994490128596819,0.15184174343555132,-0.002329853072721738,-0.23659478047158555
27,surface_pressure_mean,-2.296007506751936,-0.31766610488993813,0.675505647843583,-0.6845427139732742,-0.022630487871689756,-0.027786694769468726,-0.25121214148661725
28,surface_pressure_mean,-2.4096761652314704,-0.07952145014304841,0.7139807256586677,-0.6932127817631639,-0.19457921869209835,-0.04932865700929433,-0.1699753167464139
29,surface_pressure_mean,-2.489490781620489,0.2553872539641527,0.6301432717289739,-0.5917019253235863,-0.3685738989385572,-0.1298579284444836,-0.0519904664870084
30,surface_pressure_mean,-2.5605480456022853,0.6101798914173374,0.42106447977000344,-0.2977182544599222,-0.46077328710421156,-0.22952370736092065,0.055178306719222366
31,surface_pressure_mean,-2.5635696958005907,0.9147081273567553,0.08798020382665044,-0.17030887391496913,-0.4273861752541548,-0.2456492405287606,0.22746283836639106
32,surface_pressure_mean,-2.5902890162900962,1.3105067603774185,-0.1605033980333108,-0.0165775304940618,-0.38838932858587927,-0.14497158812844213,0.24806464647538884
33,surface_pressure_mean,-2.5656307489019032,1.706534009994015,-0.410626958944255,0.07492345882394577,-0.19710700297121692,-0.034433111117271965,0.1876970632286307
34,surface_pressure_mean,-2.5725835122832277,2.1014514364375008,-0.5527682255159382,0.17494184081986738,0.07040265590620108,0.12827647407798481,0.07612992892517319
35,surface_pressure_mean,-2.5092093270245,2.4393319555216486,-0.6718075508208184,0.21087053358770352,0.329083570258126,0.17240524371606375,-0.13062774543828345
36,surface_pressure_mean,-2.4337094235581347,2.6647940985163276,-0.797562930294967,0.25592503596345634,0.5125469425967668,0.17752644771740655,-0.255547286214409
