lon_east,lon_west,lat_south,lat_north,timestep
344.573975,352.573975,44.867764,52.867764,15
345.320852,353.320852,44.783824,52.783824,16
346.067729,354.067729,44.699884,52.699884,17
346.814606,354.814606,44.615944,52.615944,18
347.482514,355.482514,44.468428,52.468428,19
348.150421,356.150421,44.320913,52.320913,20
348.818329,356.818329,44.173397,52.173397,21
349.502442,357.502442,44.12724,52.12724,22
350.186554,358.186554,44.081084,52.081084,23
350.870667,358.870667,44.034927,52.034927,24
351.154277,359.154277,44.088611,52.088611,25
351.437887,359.437887,44.142296,52.142296,26
351.721497,359.721497,44.19598,52.19598,27
351.912842,359.912842,44.20874,52.20874,28
352.104187,0.104187,44.221501,52.221501,29
352.295532,0.295532,44.234261,52.234261,30
352.437012,0.437012,44.197967,52.197967,31
352.578491,0.578491,44.161672,52.161672,32
352.719971,0.719971,44.125378,52.125378,33
352.937683,0.937683,44.13794,52.13794,34
353.155396,1.155396,44.150501,52.150501,35
353.373108,1.373108,44.163063,52.163063,36
353.449921,1.449921,44.18852,52.18852,37
353.526733,1.526733,44.213976,52.213976,38
353.603546,1.603546,44.239433,52.239433,39
353.698873,1.698873,44.238244,52.238244,40
353.794199,1.794199,44.237056,52.237056,41
353.889526,1.889526,44.235867,52.235867,42
354.005157,2.005157,44.101203,52.101203,43
354.120789,2.120789,43.966539,51.966539,44
354.23642,2.23642,43.831875,51.831875,45
354.482666,2.482666,43.771478,51.771478,46
354.728913,2.728913,43.711081,51.711081,47
354.975159,2.975159,43.650684,51.650684,48
355.147827,3.147827,43.663069,51.663069,49
355.320496,3.320496,43.675455,51.675455,50
355.493164,3.493164,43.68784,51.68784,51
355.563588,3.563588,43.799548,51.799548,52
355.634013,3.634013,43.911256,51.911256,53
355.704437,3.704437,44.022964,52.022964,54
355.713216,3.713216,44.187105,52.187105,55
355.721995,3.721995,44.351247,52.351247,56
355.730774,3.730774,44.515388,52.515388,57
355.578308,3.578308,44.781664,52.781664,58
355.425842,3.425842,45.047941,53.047941,59
355.273376,3.273376,45.314217,53.314217,60
355.366862,3.366862,45.556779,53.556779,61
355.460347,3.460347,45.799342,53.799342,62
355.553833,3.553833,46.041904,54.041904,63
355.704893,3.704893,46.59829,54.59829,64
355.855953,3.855953,47.154677,55.154677,65
356.007013,4.007013,47.711063,55.711063,66
355.806982,3.806982,47.975703,55.975703,67
355.606952,3.606952,48.240342,56.240342,68
355.406921,3.406921,48.504982,56.504982,69
355.340647,3.340647,48.621332,56.621332,70
355.274373,3.274373,48.737681,56.737681,71
355.208099,3.208099,48.854031,56.854031,72
355.11852,3.11852,48.909018,56.909018,73
355.028941,3.028941,48.964006,56.964006,74
354.939362,2.939362,49.018993,57.018993,75
354.812653,2.812653,49.103482,57.103482,76
354.685944,2.685944,49.187972,57.187972,77
354.559235,2.559235,49.272461,57.272461,78
354.39327,2.39327,49.202772,57.202772,79
354.227305,2.227305,49.133082,57.133082,80
354.06134,2.06134,49.063393,57.063393,81
353.876546,1.876546,49.047288,57.047288,82
353.691752,1.691752,49.031184,57.031184,83
353.506958,1.506958,49.015079,57.015079,84
353.538147,1.538147,48.926721,56.926721,85
353.569336,1.569336,48.838362,56.838362,86
353.600525,1.600525,48.750004,56.750004,87
353.714142,1.714142,48.672838,56.672838,88
353.827759,1.827759,48.595671,56.595671,89
353.941376,1.941376,48.518505,56.518505,90
354.107097,2.107097,48.469768,56.469768,91
354.272817,2.272817,48.421032,56.421032,92
354.438538,2.438538,48.372295,56.372295,93
354.64564,2.64564,48.45212,56.45212,94
354.852743,2.852743,48.531946,56.531946,95
355.059845,3.059845,48.611771,56.611771,96
355.273966,3.273966,48.653736,56.653736,97
355.488088,3.488088,48.695702,56.695702,98
355.702209,3.702209,48.737667,56.737667,99
355.911605,3.911605,48.80435,56.80435,100
356.121002,4.121002,48.871034,56.871034,101
356.330398,4.330398,48.937717,56.937717,102
356.470804,4.470804,48.956597,56.956597,103
356.611211,4.611211,48.975478,56.975478,104
356.751617,4.751617,48.994358,56.994358,105
356.855072,4.855072,49.125018,57.125018,106
356.958526,4.958526,49.255677,57.255677,107
357.061981,5.061981,49.386337,57.386337,108
357.139184,5.139184,49.509044,57.509044,109
357.216387,5.216387,49.631752,57.631752,110
357.29359,5.29359,49.754459,57.754459,111
357.232619,5.232619,49.848176,57.848176,112
357.171649,5.171649,49.941893,57.941893,113
357.110678,5.110678,50.03561,58.03561,114
357.013319,5.013319,50.139409,58.139409,115
356.915959,4.915959,50.243209,58.243209,116
356.8186,4.8186,50.347008,58.347008,117
356.611146,4.611146,50.45041,58.45041,118
356.403692,4.403692,50.553813,58.553813,119
356.196238,4.196238,50.657215,58.657215,120
355.698564,3.698564,50.730684,58.730684,121
355.200891,3.200891,50.804152,58.804152,122
354.703217,2.703217,50.877621,58.877621,123
354.501252,2.501252,50.93769,58.93769,124
354.299286,2.299286,50.997758,58.997758,125
354.097321,2.097321,51.057827,59.057827,126
354.390463,2.390463,50.980827,58.980827,127
354.683604,2.683604,50.903828,58.903828,128
354.976746,2.976746,50.826828,58.826828,129
355.210297,3.210297,50.80558,58.80558,130
355.443848,3.443848,50.784332,58.784332,131
355.677399,3.677399,50.763084,58.763084,132
355.895991,3.895991,50.672767,58.672767,133
356.114584,4.114584,50.582451,58.582451,134
356.333176,4.333176,50.492134,58.492134,135
356.924006,4.924006,50.391717,58.391717,136
357.514836,5.514836,50.291301,58.291301,137
358.105666,6.105666,50.190884,58.190884,138
358.435385,6.435385,50.313136,58.313136,139
358.765104,6.765104,50.435388,58.435388,140
359.094823,7.094823,50.55764,58.55764,141
359.662599,7.662599,50.60334,58.60334,142
0.230375,8.230375,50.64904,58.64904,143
0.798151,8.798151,50.69474,58.69474,144
