lon_east,lon_west,lat_south,lat_north,timestep
345.096517,353.096517,55.013939,63.013939,80
346.454834,354.454834,55.247559,63.247559,81
347.682241,355.682241,55.447553,63.447553,82
348.909647,356.909647,55.647548,63.647548,83
350.137054,358.137054,55.847542,63.847542,84
351.323537,359.323537,55.942637,63.942637,85
352.51002,0.51002,56.037733,64.037733,86
353.696503,1.696503,56.132828,64.132828,87
354.81616,2.81616,56.156096,64.156096,88
355.935818,3.935818,56.179365,64.179365,89
357.055475,5.055475,56.202633,64.202633,90
358.141864,6.141864,56.190189,64.190189,91
359.228252,7.228252,56.177746,64.177746,92
0.314641,8.314641,56.165302,64.165302,93
1.194064,9.194064,56.149332,64.149332,94
2.073486,10.073486,56.133363,64.133363,95
2.952909,10.952909,56.117393,64.117393,96
3.677159,11.677159,56.106592,64.106592,97
4.401408,12.401408,56.095792,64.095792,98
5.125658,13.125658,56.084991,64.084991,99
5.90936,13.90936,55.942667,63.942667,100
6.693062,14.693062,55.800344,63.800344,101
7.476764,15.476764,55.65802,63.65802,102
8.423342,16.423342,55.430705,63.430705,103
9.369919,17.369919,55.203389,63.203389,104
10.316497,18.316497,54.976074,62.976074,105
11.155894,19.155894,54.609098,62.609098,106
11.995291,19.995291,54.242121,62.242121,107
12.834688,20.834688,53.875145,61.875145,108
13.307671,21.307671,53.544997,61.544997,109
13.780654,21.780654,53.214849,61.214849,110
14.253637,22.253637,52.884701,60.884701,111
14.740045,22.740045,52.650069,60.650069,112
15.226454,23.226454,52.415437,60.415437,113
15.712862,23.712862,52.180805,60.180805,114
16.208582,24.208582,51.914061,59.914061,115
16.704302,24.704302,51.647317,59.647317,116
17.200022,25.200022,51.380573,59.380573,117
17.658153,25.658153,51.177466,59.177466,118
18.116284,26.116284,50.974359,58.974359,119
18.574415,26.574415,50.771252,58.771252,120
19.000488,27.000488,50.612519,58.612519,121
19.426561,27.426561,50.453785,58.453785,122
19.852634,27.852634,50.295052,58.295052,123
20.392095,28.392095,50.13331,58.13331,124
20.931555,28.931555,49.971568,57.971568,125
21.471016,29.471016,49.809826,57.809826,126
21.948161,29.948161,49.483041,57.483041,127
22.425306,30.425306,49.156257,57.156257,128
22.902451,30.902451,48.829472,56.829472,129
