lon_east,lon_west,lat_south,lat_north,timestep
344.091827,352.091827,50.890598,58.890598,54
345.82784,353.82784,50.916947,58.916947,55
347.563853,355.563853,50.943297,58.943297,56
349.299866,357.299866,50.969646,58.969646,57
350.891592,358.891592,51.038218,59.038218,58
352.483317,0.483317,51.10679,59.10679,59
354.075043,2.075043,51.175362,59.175362,60
355.491139,3.491139,51.305603,59.305603,61
356.907234,4.907234,51.435845,59.435845,62
358.32333,6.32333,51.566086,59.566086,63
359.622253,7.622253,51.721406,59.721406,64
0.921175,8.921175,51.876727,59.876727,65
2.220098,10.220098,52.032047,60.032047,66
3.351574,11.351574,52.259219,60.259219,67
4.48305,12.48305,52.48639,60.48639,68
5.614526,13.614526,52.713562,60.713562,69
6.635728,14.635728,52.984947,60.984947,70
7.65693,15.65693,53.256333,61.256333,71
8.678132,16.678132,53.527718,61.527718,72
9.525122,17.525122,53.749415,61.749415,73
10.372111,18.372111,53.971113,61.971113,74
11.219101,19.219101,54.19281,62.19281,75
12.089143,20.089143,54.421382,62.421382,76
12.959185,20.959185,54.649953,62.649953,77
13.829227,21.829227,54.878525,62.878525,78
14.391089,22.391089,55.089726,63.089726,79
14.952952,22.952952,55.300926,63.300926,80
15.514814,23.514814,55.512127,63.512127,81
15.975799,23.975799,55.712753,63.712753,82
16.436785,24.436785,55.91338,63.91338,83
16.89777,24.89777,56.114006,64.114006,84
17.228161,25.228161,56.274535,64.274535,85
17.558552,25.558552,56.435063,64.435063,86
17.888943,25.888943,56.595592,64.595592,87
17.978621,25.978621,56.616712,64.616712,88
18.0683,26.0683,56.637831,64.637831,89
18.157978,26.157978,56.658951,64.658951,90
18.378461,26.378461,56.637987,64.637987,91
18.598943,26.598943,56.617022,64.617022,92
18.819426,26.819426,56.596058,64.596058,93
18.915013,26.915013,56.565465,64.565465,94
19.010601,27.010601,56.534873,64.534873,95
19.106188,27.106188,56.50428,64.50428,96
19.308314,27.308314,56.45396,64.45396,97
19.51044,27.51044,56.403641,64.403641,98
19.712566,27.712566,56.353321,64.353321,99
20.082199,28.082199,56.347061,64.347061,100
20.451833,28.451833,56.340801,64.340801,101
20.821466,28.821466,56.334541,64.334541,102
21.207065,29.207065,56.364918,64.364918,103
21.592665,29.592665,56.395294,64.395294,104
21.978264,29.978264,56.425671,64.425671,105
22.4114,30.4114,56.463476,64.463476,106
22.844536,30.844536,56.50128,64.50128,107
23.277672,31.277672,56.539085,64.539085,108
23.724538,31.724538,56.703351,64.703351,109
24.171403,32.171403,56.867617,64.867617,110
24.618269,32.618269,57.031883,65.031883,111
25.195251,33.195251,57.208287,65.208287,112
25.772234,33.772234,57.384692,65.384692,113
26.349216,34.349216,57.561096,65.561096,114
26.864521,34.864521,57.804364,65.804364,115
27.379827,35.379827,58.047633,66.047633,116
27.895132,35.895132,58.290901,66.290901,117
28.502296,36.502296,58.511087,66.511087,118
29.109461,37.109461,58.731272,66.731272,119
29.716625,37.716625,58.951458,66.951458,120
