time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,mean_large_scale_precipitation_rate_min,-3.7898395032815944,1.0669643933146382,-1.332685908769497,-0.3002584965035672,1.4525426812251143,1.7654286894379936,3.4257229854378703,1.3358545317504755,-0.47362998559413844,0.6647734666228161
2,mean_large_scale_precipitation_rate_min,-3.378353716844084,1.7117331450157691,-1.0535515300650444,0.23209336456364846,-0.04577472658703298,2.4484535087831967,4.461483740177904,2.0689059042612463,-0.24319694573894315,-0.08530484609088432
3,mean_large_scale_precipitation_rate_min,-4.492559110100676,1.8836970214353086,-0.7303861175527808,0.9837380843889427,-0.7071691985211831,0.4661618690581015,1.673454208921015,0.9109532579700541,0.15756802464506675,-0.9124821192335025
4,mean_large_scale_precipitation_rate_min,-3.9978041470129426,1.8798621223855625,0.44963673561759226,2.271291096232414,-1.7274226524762077,0.9221707663757358,0.47304020355794035,-0.7323377591208037,0.1606370615277251,-0.9950530310866134
5,mean_large_scale_precipitation_rate_min,-3.6932197830254405,0.9292896639098545,1.326692210323103,1.867903955359568,-1.603509279431938,1.207871424348438,-0.33039802143096425,-1.2007719820663008,0.4607924257337691,0.2119308792374661
6,mean_large_scale_precipitation_rate_min,-4.66090825367909,1.6125658941971435,-1.1354110497075443,0.5530214484383109,-1.2840119685538653,-0.4504839915136565,-1.2065496024627127,-0.45202840947794254,-0.1911743649628533,1.593824705717973
7,mean_large_scale_precipitation_rate_min,-4.062706373143641,2.325263518848241,-0.8697656155674062,1.517897938444087,-3.0847194361415156,1.351799828863511,-2.4622759294466023,-0.99331502148844,-0.5202941376512241,0.8733397922567177
8,mean_large_scale_precipitation_rate_min,-3.9285112602373187,1.6663351644931312,-0.48364474876207786,1.170195827280575,-2.602415077260366,2.198316152445263,-1.8485154994957944,-0.8004844312485029,-1.086715595700076,-1.4750313027603286
9,mean_large_scale_precipitation_rate_min,-5.0470970704033675,0.8181332254320061,-0.9588334603137484,-0.21022631112310305,-0.5084057655059026,-0.3091876856520723,-1.3386392954827087,-0.5951257953648582,-0.6155097946356684,-0.07449526960949197
10,mean_large_scale_precipitation_rate_min,-4.859131630869072,0.17491061913063818,-0.6473519344536769,-0.8093073227610886,0.9091680888508636,-1.624269205359738,-0.26216590192137934,0.24778555646335063,0.04255986355412974,0.3152610315386182
11,mean_large_scale_precipitation_rate_min,-4.229043440098997,-0.5371452059182953,0.5855090088751842,-0.562107888701629,1.7200287660139266,-1.5304503990804552,-0.6162282258203573,0.4523332870536131,-0.07625252055481918,-0.6644259208592177
12,mean_large_scale_precipitation_rate_min,-3.816566371633368,-1.088424524526385,1.1624649204441257,-0.61452522791122,1.6917099522758832,-1.3887852937409146,-0.9367066905304816,0.8792449014520201,-0.6143337683824874,-1.1463047629396352
13,mean_large_scale_precipitation_rate_min,-2.343714698795356,-1.8180974318122156,2.797397039193139,0.014343439567392743,2.0364816765368894,-0.7636629418997278,-0.8624008977844143,1.110788385086541,-0.29456469877478575,-1.0927152296423466
14,mean_large_scale_precipitation_rate_min,-3.752658667725577,-0.8349142456193966,1.1665535460923877,-0.29872574561160364,2.0586326755743767,-1.2897193602826398,-0.5991315058326544,0.6477530572454858,0.27731921121639086,-0.17582367088726603
15,mean_large_scale_precipitation_rate_min,-3.9483957095416558,-0.19769350080119913,0.5572104917235291,0.047262031968547016,1.628047627494981,-1.7042146670330471,0.2841599237753467,-0.6139506719035794,1.0836674761147553,0.782828587211525
16,mean_large_scale_precipitation_rate_min,-3.209414294716614,-0.3591450137324806,1.2133195596217898,0.703349773292496,1.2622334785680565,-1.6392313371917593,0.9723164503920129,-1.6358436867326862,1.535196354050019,0.6268715478469236
17,mean_large_scale_precipitation_rate_min,-4.042639405906152,-0.3451934137602535,-1.005473522719614,-0.9354489422507039,1.1849842419476173,-1.7489439805059621,0.2188562924362538,-0.800468264805793,0.6574020289768084,0.5251889896121248
18,mean_large_scale_precipitation_rate_min,2.267755399124411,-2.087194373697541,-1.4703202204776258,-2.4040351456141518,2.3173875967586963,3.264075549810604,-0.3363944988988245,-2.0546249175808007,0.8774239751495682,-0.8820300602387341
19,mean_large_scale_precipitation_rate_min,1.70225948288344,-4.541431913898104,-1.6695921735668737,-2.467410614399097,0.3122760722845627,1.6321230409170673,-0.09498925302829385,-0.9732358610748527,-1.5067263709512466,-1.377317748769715
20,mean_large_scale_precipitation_rate_min,0.051704687754242036,-3.8059881323860867,-1.444069237231712,-2.414694975281511,1.7720667048203704,1.7349955321712036,-0.5369304384259429,-0.7098403705924777,-1.8027126816043533,0.026807179781116384
21,mean_large_scale_precipitation_rate_min,1.3683611363394343,-4.109405498571812,-1.1728838538475639,-1.6437302511554759,-2.841604706360421,-0.9206737579656427,1.1362941463893785,-0.8742108284944321,1.4144786486416843,0.7424795149071061
22,mean_large_scale_precipitation_rate_min,-0.5325381904081982,-3.736868756513998,-1.4169269094000787,-2.2641503327905026,-1.965531329867903,-1.299110630376262,-0.06508107579619128,0.9436065829204908,0.2481517842731042,1.3993207633609523
23,mean_large_scale_precipitation_rate_min,1.966996082258701,-3.673514236211793,0.8822089401240223,-2.131052544442915,-3.3094124403573733,1.054566961578082,-1.62731598932397,4.1137596183707625,0.3428354172335172,0.9564664667665191
24,mean_large_scale_precipitation_rate_min,2.8805401932677324,-1.5929011218318805,5.2865087095781265,1.6670527303642317,-1.6586203330894473,1.1783984645526777,-0.15102534406111134,1.2794211902011001,2.305821686706793,-0.5228180978389263
25,mean_large_scale_precipitation_rate_min,3.975090235485759,1.1425173743107282,5.6983778320001965,-0.6181817892042096,-0.6916396371159873,-0.37000981950799045,1.1284881349762963,-1.286769414606002,0.49911840830192167,-0.8371394864203793
26,mean_large_scale_precipitation_rate_min,4.011115841843699,2.881036959046115,4.940700893692346,-2.4381453429240882,-0.3864347679266138,0.12601820843049572,0.5548795092033748,-0.5405635071846538,-1.7690234263904627,1.109217780189698
27,mean_large_scale_precipitation_rate_min,4.5344449658377535,0.409876762072733,-0.04125142920931914,4.410006019378711,1.9115260517299166,-1.07259559123851,-0.9507844730369555,2.030447882223257,-2.3326729434838542,-0.6468518906528439
