lon_east,lon_west,lat_north,lat_south
230.909348,238.909348,63.683559,55.683559
234.818481,242.818481,63.681057,55.681057
239.716034,247.716034,62.141369,54.141369
245.51709,253.51709,58.665836,50.665836
249.091309,257.091309,55.958206,47.958206
251.768356,259.768356,53.678631,45.678631
254.480835,262.480835,51.56076,43.56076
257.382141,265.382141,49.310497,41.310497
259.489502,267.489502,47.794605,39.794605
261.19693,269.19693,46.853928,38.853928
262.664459,270.664459,46.007191,38.007191
264.498566,272.498566,45.141418,37.141418
266.105713,274.105713,44.675064,36.675064
267.621307,275.621307,44.290955,36.290955
269.000763,277.000763,43.874329,35.874329
270.757111,278.757111,43.875626,35.875626
273.107239,281.107239,43.766083,35.766083
275.506378,283.506378,43.562065,35.562065
276.706329,284.706329,42.946426,34.946426
278.061768,286.061768,42.587006,34.587006
281.772522,289.772522,42.883678,34.883678
284.596252,292.596252,42.460011,34.460011
287.21225,295.21225,42.91964,34.91964
289.647003,297.647003,43.380135,35.380135
293.701538,301.701538,44.200569,36.200569
297.497192,305.497192,44.972866,36.972866
301.836884,309.836884,45.95594,37.95594
306.750275,314.750275,46.642273,38.642273
310.766418,318.766418,47.419884,39.419884
315.411835,323.411835,48.472271,40.472271
320.337311,328.337311,49.565807,41.565807
325.29599,333.29599,50.721375,42.721375
329.722565,337.722565,52.506538,44.506538
333.515442,341.515442,54.021317,46.021317
337.240448,345.240448,55.3904,47.3904
340.868744,348.868744,56.622097,48.622097
343.870575,351.870575,57.754631,49.754631
346.69931,354.69931,59.17453,51.17453
348.662445,356.662445,60.903103,52.903103
348.801117,356.801117,62.53857,54.53857
348.501831,356.501831,63.862049,55.862049
347.982086,355.982086,65.103767,57.103767
347.153259,355.153259,66.277161,58.277161
345.437103,353.437103,67.224174,59.224174
343.632568,351.632568,68.202789,60.202789
341.430176,349.430176,68.839874,60.839874
339.937622,347.937622,69.194618,61.194618
338.362213,346.362213,69.355911,61.355911
335.819153,343.819153,68.729317,60.729317
332.88501,340.88501,67.296574,59.296574
328.924316,336.924316,65.396229,57.396229
