lon_east,lon_west,lat_north,lat_south
311.033417,319.033417,40.136368,32.136368
311.840179,319.840179,39.958328,31.958328
312.963928,320.963928,40.550308,32.550308
314.218475,322.218475,41.071098,33.071098
315.530823,323.530823,41.48909,33.48909
316.313873,324.313873,41.65818,33.65818
317.655487,325.655487,42.521477,34.521477
318.721039,326.721039,42.884968,34.884968
319.894958,327.894958,43.673351,35.673351
321.138367,329.138367,44.240124,36.240124
322.637543,330.637543,45.695698,37.695698
325.430603,333.430603,49.723202,41.723202
328.028564,336.028564,52.621418,44.621418
330.550873,338.550873,54.745777,46.745777
332.530121,340.530121,56.150276,48.150276
335.009949,343.009949,57.933815,49.933815
337.407501,345.407501,59.575989,51.575989
340.196075,348.196075,61.267818,53.267818
344.161499,352.161499,63.837208,55.837208
347.430115,355.430115,65.964725,57.964725
350.680023,358.680023,67.31559,59.31559
354.286133,2.286133,68.348755,60.348755
358.751863,6.751863,69.181343,61.181343
4.961205,12.961205,69.585403,61.585403
11.862001,19.862001,69.95475,61.95475
18.753384,26.753384,70.749176,62.749176
24.886238,32.886238,70.486435,62.486435
29.474171,37.474171,70.132744,62.132744
33.460918,41.460918,69.697693,61.697693
36.92416,44.92416,69.434914,61.434914
40.047424,48.047424,68.917786,60.917786
42.98967,50.98967,68.306198,60.306198
45.433151,53.433151,67.711922,59.711922
47.928013,55.928013,67.395535,59.395535
50.438271,58.438271,67.195766,59.195766
52.788628,60.788628,67.087452,59.087452
54.79063,62.79063,67.174881,59.174881
56.555218,64.555218,67.266781,59.266781
58.156895,66.156895,67.552971,59.552971
59.4757,67.4757,67.990864,59.990864
60.796623,68.796623,68.157501,60.157501
61.797401,69.797401,68.39621,60.39621
62.199791,70.199791,68.340286,60.340286
64.16658,72.16658,68.3563,60.3563
66.30484,74.30484,68.445763,60.445763
68.355789,76.355789,68.544678,60.544678
71.125961,79.125961,68.994095,60.994095
73.736954,81.736954,69.300407,61.300407
76.30069,84.30069,69.709267,61.709267
77.953445,85.953445,70.324814,62.324814
78.815102,86.815102,70.075294,62.075294
80.183388,88.183388,69.979004,61.979004
81.445625,89.445625,70.460175,62.460175
81.9552,89.9552,70.527237,62.527237
83.138374,91.138374,71.42205,63.42205
83.963432,91.963432,71.284599,63.284599
85.386139,93.386139,70.988319,62.988319
