,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,2,3.7385774,3.6474433,3.6162074,3.5529141,3.5506892,3.5602827,3.1584833,3.0789702,2.8146005,2.705716,2.5415335,2.3161037,2.1537817,1.9746023,2.062852
2,3,2.3541014,2.2904575,2.2087915,2.0502577,1.9164243,1.7354461,1.584068,1.5134506,1.5454785,1.5113152,1.497646,1.4870853,1.4658958,1.4257109,1.3216951
4,5,3.7975628,3.5442185,3.3261795,3.2355833,3.1182654,2.858527,2.7693982,2.694694,2.485388,2.0799036,1.9629776,1.9500502,2.3696895,2.434145,2.5062866
5,6,3.921462,3.8566494,3.8930802,3.8163078,3.8816526,3.9873347,4.0199594,3.9664125,3.8939164,3.721827,3.6248143,3.559901,3.2840393,2.8225994,2.572339
6,7,2.4398646,2.341574,2.2758794,2.3195932,2.4465396,2.6738675,2.8582976,2.971269,2.987262,2.9815478,2.8760607,2.811945,2.8171299,2.7219129,2.7097545
7,8,0.7568341,0.64912504,0.6283922,0.6589285,0.81213963,0.88601744,0.9590424,1.0971932,1.3171574,1.4395713,1.4794238,1.5572857,1.534796,1.5135652,1.5047892
8,9,2.4916859,2.443037,2.3619287,2.281338,2.253075,2.2461221,2.2108786,2.2728457,2.1697974,2.1449373,2.0056806,1.8288319,1.7404636,1.6013889,1.4249047
9,10,3.1561558,2.860884,2.6131344,2.395943,2.2776058,2.1975598,2.110299,1.9379445,2.311312,2.8672905,3.0629978,3.2183404,3.1410472,2.9623568,2.600375
10,11,2.426977,2.505823,2.6102424,2.6155078,2.5546644,2.6381538,1.3696694,1.3889687,1.5445395,1.6945738,1.7542062,1.9929744,2.1970778,2.3886812,2.4239092
15,16,2.8208008,2.7270174,2.6221871,2.6161401,2.655434,2.42171,2.4413965,2.3955314,2.4987357,2.7509203,2.6354218,2.569357,2.4659913,2.4128244,2.286791
16,17,2.6701443,2.6895504,2.7953858,2.9866605,3.2225792,3.5620618,3.7518225,3.8703256,3.8116333,3.865254,3.7739449,3.404276,3.2534735,3.3269527,3.4720817
18,19,2.3836026,2.2468653,2.1342998,2.0570977,2.1641452,2.4167602,2.5608344,2.3979874,2.3510437,2.3093517,2.265894,2.2234216,2.0552704,1.8188959,1.7394792
19,20,2.9788778,2.9526954,3.133867,2.943806,2.6953323,2.3714578,2.1541634,2.0778496,2.0174012,1.897287,2.518885,3.5926857,4.137759,4.2870517,3.818805
20,21,1.6170734,1.6039332,1.5875912,1.5320135,1.516553,1.384265,1.3402927,1.3195244,1.3328574,1.3150223,1.2956376,1.2206981,1.1331233,0.9823806,0.8926279
21,22,3.1974733,3.274934,3.263465,3.224373,3.335276,3.5768719,3.2953024,2.9261615,2.7433882,2.7291403,2.6131659,2.368927,2.0662923,1.7832832,1.5173463
26,27,1.4038746,1.3203272,1.2622265,1.2177504,1.1801461,1.1612711,1.133207,1.1670203,1.1641673,1.1789279,1.3117403,1.2033209,1.3062563,1.3839796,1.406031
27,28,3.084484,3.0783958,3.0529253,2.9802566,2.9670823,2.9539742,2.7821095,2.67381,2.6431227,2.6603842,2.6375902,2.6112611,2.595419,2.6699882,3.3168123
28,29,3.0225105,2.8556652,2.766033,2.5878806,2.490582,2.4197087,2.2991366,2.0731099,1.9171888,1.8719856,1.8701003,1.841081,1.8024098,1.7556225,1.727767
29,30,3.4452045,3.2424288,3.126545,3.087575,2.9274092,2.7229972,2.7048376,2.6366417,2.5510266,2.5421855,2.6630886,2.6893873,2.5994723,2.5038085,2.326864
31,32,2.1827567,2.2975328,2.4439662,2.4926798,2.5019019,2.5277896,2.4709802,2.4704132,2.3810484,2.3048108,1.9963901,1.7667474,1.6728262,1.7368349,1.7717259
33,34,3.2657614,3.0811057,2.8445404,2.6447353,2.565037,2.6853216,2.6532454,2.4274673,2.1308155,1.9977139,1.8627902,1.7216427,1.5891855,1.5433097,1.4793195
35,36,4.265808,4.5374355,4.6863117,4.621895,4.422061,4.4392686,4.464507,4.232855,3.823528,3.411346,3.1136577,2.7739334,2.543057,2.3402479,2.2797985
36,37,4.070609,3.916724,3.8662694,4.0828543,4.078963,3.8732653,3.810918,3.6927314,3.4269695,2.9690392,2.9061878,3.5720098,3.9523845,3.8450358,3.9764762
38,39,2.5974462,2.4240813,2.3236804,2.2276182,2.131369,2.0038266,2.011123,2.0382152,2.144368,2.1407373,2.105613,2.0527244,2.052763,1.9734882,1.946627
39,40,3.5373232,3.5120885,3.6004238,3.7688189,3.9056997,4.123736,4.3000035,4.067909,3.8886666,3.5195425,3.4304962,3.414462,3.8947918,4.474078,5.1064696
40,41,1.5887446,1.5145103,1.5468658,1.3358873,1.2783744,1.2648132,1.141888,1.3036736,1.3986032,1.401498,1.4895614,1.5344948,1.5289046,1.6262051,1.6198485
41,42,3.2839541,3.4816604,3.564494,3.6829522,3.7425656,3.708168,3.6364696,3.5407326,3.4612758,3.4207227,3.4316132,2.6792114,2.2962704,1.8961176,1.6771473
42,43,3.5818903,3.4146438,3.2570803,3.0775142,2.9848614,2.8558993,2.6837177,2.5047672,2.4106865,2.337515,2.2484105,2.1967757,2.1376097,2.1803997,2.459859
43,44,2.5047731,2.5136235,2.5077136,2.510898,2.5320354,2.7805946,2.8856246,3.2269816,3.272595,3.4830558,3.4189184,3.5927987,3.5455048,3.4584312,3.4889562
44,45,1.8514236,1.8895171,1.9812433,2.0123723,2.2065542,2.442376,2.3922262,2.4076815,2.4721594,2.210314,1.9036202,1.739419,2.3053403,2.9044762,3.5057116
45,46,2.450643,2.4522092,2.4926407,2.4687607,2.3799229,2.5232925,2.8750074,3.1975813,3.391176,3.3148005,3.3201995,3.2033806,3.1103735,2.8118677,2.5217285
46,47,2.7300632,2.6141078,2.5356433,2.4581077,2.4838357,2.5851092,2.6133893,2.6079125,2.5189688,2.453153,2.287846,1.9299557,1.6981045,2.1422822,2.7812696
47,48,2.4224708,2.179397,2.1357644,2.0125575,1.8776597,1.7542192,1.5873002,1.4740294,1.3379498,1.3087234,1.4112628,1.448462,1.5306059,1.558177,1.6874553
48,49,2.337291,2.2068505,2.0222657,1.8632462,1.7157198,1.6954255,1.6793131,1.6664027,1.5174103,1.3842043,1.3513737,1.2931149,1.3659078,1.4296788,1.5632571
49,50,2.3204157,2.2023804,2.0328543,1.8437809,1.6031343,1.5170527,1.4801542,1.3420941,1.2277813,1.2566489,1.3648269,1.3849761,1.4710308,1.6106054,1.7625972
51,52,1.9361243,1.8468989,1.7271419,1.5998234,1.5653492,1.776697,1.9597958,1.8582692,1.674955,1.6803744,1.7997606,1.865527,1.7153251,1.463114,1.4195524
52,53,2.6508794,2.4222984,2.298785,2.0793638,2.133391,2.0069442,1.8855798,1.8393862,1.7705187,1.6028913,1.3714288,1.3140064,1.6461734,2.3879354,2.943428
53,54,3.030089,3.0376332,3.1327991,3.3780353,3.857028,4.0222297,3.9505937,3.8259513,3.6071832,3.210463,2.9539402,3.0694776,3.2591927,3.256155,3.507371
54,55,4.278551,4.1582937,3.959316,3.8187573,3.5381913,3.3799095,3.1190794,2.9403584,2.8755772,2.701666,2.614067,2.5964546,2.6284359,3.1578448,3.4703314
55,56,0.8519389,0.9879395,1.1170574,1.2883948,1.41019,1.5214614,1.6925997,1.963508,2.332229,2.489339,2.7149835,2.8219926,2.5008404,2.1921668,1.9017236
56,57,2.5670373,2.3582942,2.200758,1.9314833,1.8638551,1.868695,2.0029461,2.0460584,1.904132,1.7796707,1.667992,1.7175238,1.7889544,1.7560706,1.7209735
57,58,2.9840937,2.79798,2.7538376,2.6575854,2.595549,2.4849832,2.3620384,2.1977615,2.2358053,2.9057343,3.7778788,4.1737585,3.672771,3.7361014,3.8357122
59,60,1.3974162,1.1984558,1.0187898,0.79397845,0.6512124,0.6236915,0.67874956,0.79347795,0.9574944,1.1662463,1.3759973,1.464023,1.5461138,1.5164791,1.4870572
60,61,2.5353005,2.2656193,2.1168654,1.9613252,1.7929881,1.6612439,1.4781212,1.333553,1.1775681,1.0506757,1.04394,1.0476003,1.9744755,2.9224832,3.429407
61,62,2.930606,2.8207366,2.7389808,2.6465142,2.5542128,2.4339082,2.4511929,2.4022343,2.3258896,2.0520418,1.9036088,1.7791936,2.028349,2.8118274,3.6524036
63,64,2.8278425,2.7115972,2.5554953,2.630321,2.523365,2.7349932,3.0066462,3.296836,3.1987922,3.1224139,3.1139452,3.1336722,3.4186602,3.6463518,3.865832
64,65,3.3501678,3.2773044,3.237126,3.235224,3.2591164,3.098174,3.2616117,3.0308516,2.7486238,2.998932,3.2419448,3.4347947,3.548856,3.6539083,3.4905972
65,66,2.3334157,2.0932648,1.9292215,1.6993251,1.4426932,1.2727389,1.2050655,1.3414915,1.3770233,1.4258224,1.4570464,1.4038495,1.3020605,1.0684885,1.0044366
67,68,3.2484202,3.058779,2.8242023,2.575974,2.430901,2.342831,2.2169957,2.1313314,2.140262,2.1386712,2.0530827,2.008927,1.992751,1.8369807,1.6088376
