lon_east,lon_west,lat_north,lat_south,step
"-5.988851","-13.988851","64.972528","56.972528","26"
"-4.151062","-12.151062","65.391014","57.391014","27"
"-2.478892","-10.478892","65.798453","57.798453","28"
"-0.806722","-8.806722","66.205892","58.205892","29"
"0.865448","-7.134552","66.613331","58.613331","30"
"2.642196","-5.357804","66.823558","58.823558","31"
"4.418943","-3.581057","67.033784","59.033784","32"
"6.195691","-1.804309","67.244011","59.244011","33"
"12.570387","4.570387","67.672297","59.672297","37"
"13.844567","5.844567","67.925096","59.925096","38"
"15.118746","7.118746","68.177895","60.177895","39"
"16.665085","8.665085","68.286883","60.286883","40"
"18.211423","10.211423","68.395872","60.395872","41"
"19.757762","11.757762","68.50486","60.50486","42"
"21.206203","13.206203","68.490911","60.490911","43"
"22.654645","14.654645","68.476962","60.476962","44"
"24.103086","16.103086","68.463013","60.463013","45"
"25.227106","17.227106","68.418961","60.418961","46"
"26.351127","18.351127","68.374908","60.374908","47"
"27.475147","19.475147","68.330856","60.330856","48"
"28.302685","20.302685","68.358088","60.358088","49"
"29.130224","21.130224","68.38532","60.38532","50"
"29.957762","21.957762","68.412552","60.412552","51"
"30.823966","22.823966","68.447879","60.447879","52"
"31.69017","23.69017","68.483205","60.483205","53"
"32.556374","24.556374","68.518532","60.518532","54"
"33.209315","25.209315","68.648293","60.648293","55"
"33.862255","25.862255","68.778053","60.778053","56"
"34.515196","26.515196","68.907814","60.907814","57"
"35.037201","27.037201","69.095118","61.095118","58"
"35.559206","27.559206","69.282423","61.282423","59"
"36.081211","28.081211","69.469727","61.469727","60"
"36.716206","28.716206","69.628609","61.628609","61"
"37.3512","29.3512","69.787491","61.787491","62"
"37.986195","29.986195","69.946373","61.946373","63"
"38.447527","30.447527","70.121183","62.121183","64"
"38.908858","30.908858","70.295992","62.295992","65"
"39.37019","31.37019","70.470802","62.470802","66"
"39.905555","31.905555","70.609273","62.609273","67"
"40.440919","32.440919","70.747744","62.747744","68"
"40.976284","32.976284","70.886215","62.886215","69"
"41.551757","33.551757","70.990277","62.990277","70"
"42.127229","34.127229","71.09434","63.09434","71"
"42.702702","34.702702","71.198402","63.198402","72"
"43.34942","35.34942","71.321726","63.321726","73"
"43.996139","35.996139","71.445051","63.445051","74"
"44.642857","36.642857","71.568375","63.568375","75"
"44.819959","36.819959","71.947731","63.947731","76"
"44.997062","36.997062","72.327088","64.327088","77"
"45.174164","37.174164","72.706444","64.706444","78"
"45.475558","37.475558","72.922218","64.922218","79"
"45.776952","37.776952","73.137993","65.137993","80"
"46.078346","38.078346","73.353767","65.353767","81"
"46.153024","38.153024","73.60069","65.60069","82"
"46.227702","38.227702","73.847613","65.847613","83"
"46.30238","38.30238","74.094536","66.094536","84"
"45.761223","37.761223","74.602196","66.602196","85"
"45.220066","37.220066","75.109856","67.109856","86"
"44.678909","36.678909","75.617516","67.617516","87"
"44.122652","36.122652","75.995453","67.995453","88"
"43.566396","35.566396","76.373391","68.373391","89"
"43.010139","35.010139","76.751328","68.751328","90"
"42.895535","34.895535","76.899837","68.899837","91"
"42.780932","34.780932","77.048345","69.048345","92"
"42.666328","34.666328","77.196854","69.196854","93"
"7.895863","-0.104137","67.302507","59.302507","34"
"9.596036","1.596036","67.361002","59.361002","35"
"11.296208","3.296208","67.419498","59.419498","36"
"-11.393748","-19.393748","63.672165","55.672165","23"
"-9.664429","-17.664429","64.135555","56.135555","24"
"-7.82664","-15.82664","64.554041","56.554041","25"
